"(PDH-CSV 4.0) (GMT Daylight Time)(-60)","\\WILLS-DESKTOP\Memory\Available MBytes"
"04/24/2018 16:40:33.372","3499"
"04/24/2018 16:40:38.372","3458"
"04/24/2018 16:40:43.385","3424"
"04/24/2018 16:40:48.383","3385"
"04/24/2018 16:40:53.374","3358"
"04/24/2018 16:40:58.378","3335"
"04/24/2018 16:41:03.373","3320"
"04/24/2018 16:41:08.384","3300"
"04/24/2018 16:41:13.375","3277"
"04/24/2018 16:41:18.375","3254"
"04/24/2018 16:41:23.372","3234"
"04/24/2018 16:41:28.371","3219"
"04/24/2018 16:41:33.381","3203"
"04/24/2018 16:41:38.376","3183"
"04/24/2018 16:41:43.382","3161"
"04/24/2018 16:41:48.380","3259"
"04/24/2018 16:41:53.374","3224"
"04/24/2018 16:41:58.379","3213"
"04/24/2018 16:42:03.379","3302"
"04/24/2018 16:42:08.372","3272"
"04/24/2018 16:42:13.376","3243"
"04/24/2018 16:42:18.376","3183"
"04/24/2018 16:42:23.375","3144"
"04/24/2018 16:42:28.375","3087"
"04/24/2018 16:42:33.373","3049"
"04/24/2018 16:42:38.372","3037"
"04/24/2018 16:42:43.380","3007"
"04/24/2018 16:42:48.374","3004"
"04/24/2018 16:42:53.384","2997"
"04/24/2018 16:42:58.378","2980"
"04/24/2018 16:43:03.383","2981"
"04/24/2018 16:43:08.385","2982"
"04/24/2018 16:43:13.371","2975"
"04/24/2018 16:43:18.375","2964"
"04/24/2018 16:43:23.385","2946"
"04/24/2018 16:43:28.381","2926"
"04/24/2018 16:43:33.378","2925"
"04/24/2018 16:43:38.374","2910"
"04/24/2018 16:43:43.384","2863"
"04/24/2018 16:43:48.371","2849"
"04/24/2018 16:43:53.374","2838"
"04/24/2018 16:43:58.375","2950"
"04/24/2018 16:44:03.378","2954"
"04/24/2018 16:44:08.383","2963"
"04/24/2018 16:44:13.375","2967"
"04/24/2018 16:44:18.374","2961"
"04/24/2018 16:44:23.376","2951"
"04/24/2018 16:44:28.376","2941"
"04/24/2018 16:44:33.374","2931"
"04/24/2018 16:44:38.382","2909"
"04/24/2018 16:44:43.375","2875"
"04/24/2018 16:44:48.378","2932"
"04/24/2018 16:44:53.377","2916"
"04/24/2018 16:44:58.375","2896"
"04/24/2018 16:45:03.372","2882"
"04/24/2018 16:45:08.377","2872"
"04/24/2018 16:45:13.372","2858"
"04/24/2018 16:45:18.382","2823"
"04/24/2018 16:45:23.382","2801"
"04/24/2018 16:45:28.374","2775"
"04/24/2018 16:45:33.372","2765"
"04/24/2018 16:45:38.380","2746"
"04/24/2018 16:45:43.374","2729"
"04/24/2018 16:45:48.377","2705"
"04/24/2018 16:45:53.375","2691"
"04/24/2018 16:45:58.372","2685"
"04/24/2018 16:46:03.375","2653"
"04/24/2018 16:46:08.379","2640"
"04/24/2018 16:46:13.384","2611"
"04/24/2018 16:46:18.374","2609"
"04/24/2018 16:46:23.378","2611"
"04/24/2018 16:46:28.378","2610"
"04/24/2018 16:46:33.383","2607"
"04/24/2018 16:46:38.371","2602"
"04/24/2018 16:46:43.383","2594"
"04/24/2018 16:46:48.382","2591"
"04/24/2018 16:46:53.377","2592"
"04/24/2018 16:46:58.381","2593"
"04/24/2018 16:47:03.383","2596"
"04/24/2018 16:47:08.374","2588"
"04/24/2018 16:47:13.373","2619"
"04/24/2018 16:47:18.382","2638"
"04/24/2018 16:47:23.382","2637"
"04/24/2018 16:47:28.382","2626"
"04/24/2018 16:47:33.372","2738"
"04/24/2018 16:47:38.377","2743"
"04/24/2018 16:47:43.378","2746"
"04/24/2018 16:47:48.385","2734"
"04/24/2018 16:47:53.376","2741"
"04/24/2018 16:47:58.374","2741"
"04/24/2018 16:48:03.376","2740"
"04/24/2018 16:48:08.375","2732"
"04/24/2018 16:48:13.380","2739"
"04/24/2018 16:48:18.377","2725"
"04/24/2018 16:48:23.374","2711"
"04/24/2018 16:48:28.372","2696"
"04/24/2018 16:48:33.380","2688"
"04/24/2018 16:48:38.377","2681"
"04/24/2018 16:48:43.374","2658"
"04/24/2018 16:48:48.383","2654"
"04/24/2018 16:48:53.377","2659"
"04/24/2018 16:48:58.375","2654"
"04/24/2018 16:49:03.382","2642"
"04/24/2018 16:49:08.373","2648"
"04/24/2018 16:49:13.383","2637"
"04/24/2018 16:49:18.374","2627"
"04/24/2018 16:49:23.376","2642"
"04/24/2018 16:49:28.383","2638"
"04/24/2018 16:49:33.372","2629"
"04/24/2018 16:49:38.371","2623"
"04/24/2018 16:49:43.375","2615"
"04/24/2018 16:49:48.375","2604"
"04/24/2018 16:49:53.374","2600"
"04/24/2018 16:49:58.375","2601"
"04/24/2018 16:50:03.384","2600"
"04/24/2018 16:50:08.383","2593"
"04/24/2018 16:50:13.376","2559"
"04/24/2018 16:50:18.382","2536"
"04/24/2018 16:50:23.373","2521"
"04/24/2018 16:50:28.374","2506"
"04/24/2018 16:50:33.385","2480"
"04/24/2018 16:50:38.386","2456"
"04/24/2018 16:50:43.372","2445"
"04/24/2018 16:50:48.378","2436"
"04/24/2018 16:50:53.381","2431"
"04/24/2018 16:50:58.374","2434"
"04/24/2018 16:51:03.377","2441"
"04/24/2018 16:51:08.377","2447"
"04/24/2018 16:51:13.383","2427"
"04/24/2018 16:51:18.385","2449"
"04/24/2018 16:51:23.382","2453"
"04/24/2018 16:51:28.374","2455"
"04/24/2018 16:51:33.386","2457"
"04/24/2018 16:51:38.375","2460"
"04/24/2018 16:51:43.385","2453"
"04/24/2018 16:51:48.385","2440"
"04/24/2018 16:51:53.376","2440"
"04/24/2018 16:51:58.380","2440"
"04/24/2018 16:52:03.380","2440"
"04/24/2018 16:52:08.373","2437"
"04/24/2018 16:52:13.384","2427"
"04/24/2018 16:52:18.385","2425"
"04/24/2018 16:52:23.386","2424"
"04/24/2018 16:52:28.382","2422"
"04/24/2018 16:52:33.372","2404"
"04/24/2018 16:52:38.378","2395"
"04/24/2018 16:52:43.382","2393"
"04/24/2018 16:52:48.375","2393"
"04/24/2018 16:52:53.371","2392"
"04/24/2018 16:52:58.383","2385"
"04/24/2018 16:53:03.381","2374"
"04/24/2018 16:53:08.371","2360"
"04/24/2018 16:53:13.376","2360"
"04/24/2018 16:53:18.382","2366"
"04/24/2018 16:53:23.382","2357"
"04/24/2018 16:53:28.370","2354"
"04/24/2018 16:53:33.382","2355"
"04/24/2018 16:53:38.370","2353"
"04/24/2018 16:53:43.380","2365"
"04/24/2018 16:53:48.376","2462"
"04/24/2018 16:53:53.386","2463"
"04/24/2018 16:53:58.382","2470"
"04/24/2018 16:54:03.377","2456"
"04/24/2018 16:54:08.375","2454"
"04/24/2018 16:54:13.384","2440"
"04/24/2018 16:54:18.384","2440"
"04/24/2018 16:54:23.378","2421"
"04/24/2018 16:54:28.378","2399"
"04/24/2018 16:54:33.378","2374"
"04/24/2018 16:54:38.377","2371"
"04/24/2018 16:54:43.385","2362"
"04/24/2018 16:54:48.374","2359"
"04/24/2018 16:54:53.380","2352"
"04/24/2018 16:54:58.384","2337"
"04/24/2018 16:55:03.374","2300"
"04/24/2018 16:55:08.372","2290"
"04/24/2018 16:55:13.380","2306"
"04/24/2018 16:55:18.374","2301"
"04/24/2018 16:55:23.385","2287"
"04/24/2018 16:55:28.380","2287"
"04/24/2018 16:55:33.382","2286"
"04/24/2018 16:55:38.376","2273"
"04/24/2018 16:55:43.377","2266"
"04/24/2018 16:55:48.382","2257"
"04/24/2018 16:55:53.379","2237"
"04/24/2018 16:55:58.382","2231"
"04/24/2018 16:56:03.386","2222"
"04/24/2018 16:56:08.381","2218"
"04/24/2018 16:56:13.386","2201"
"04/24/2018 16:56:18.382","2182"
"04/24/2018 16:56:23.382","2158"
"04/24/2018 16:56:28.376","2144"
"04/24/2018 16:56:33.374","2132"
"04/24/2018 16:56:38.376","2106"
"04/24/2018 16:56:43.378","2089"
"04/24/2018 16:56:48.380","2082"
"04/24/2018 16:56:53.374","2080"
"04/24/2018 16:56:58.377","2076"
"04/24/2018 16:57:03.372","2072"
"04/24/2018 16:57:08.373","2067"
"04/24/2018 16:57:13.375","2067"
"04/24/2018 16:57:18.377","2070"
"04/24/2018 16:57:23.383","2065"
"04/24/2018 16:57:28.371","2065"
"04/24/2018 16:57:33.385","2067"
"04/24/2018 16:57:38.373","2056"
"04/24/2018 16:57:43.379","2041"
"04/24/2018 16:57:48.377","2039"
"04/24/2018 16:57:53.378","2043"
"04/24/2018 16:57:58.372","2044"
"04/24/2018 16:58:03.382","2051"
"04/24/2018 16:58:08.380","2045"
"04/24/2018 16:58:13.374","2036"
"04/24/2018 16:58:18.372","2014"
"04/24/2018 16:58:23.375","2002"
"04/24/2018 16:58:28.374","2000"
"04/24/2018 16:58:33.382","2004"
"04/24/2018 16:58:38.379","1997"
"04/24/2018 16:58:43.383","1979"
"04/24/2018 16:58:48.380","1974"
"04/24/2018 16:58:53.383","1969"
"04/24/2018 16:58:58.384","1959"
"04/24/2018 16:59:03.376","1943"
"04/24/2018 16:59:08.384","1936"
"04/24/2018 16:59:13.379","1937"
"04/24/2018 16:59:18.376","2042"
"04/24/2018 16:59:23.373","2036"
"04/24/2018 16:59:28.385","2024"
"04/24/2018 16:59:33.382","2023"
"04/24/2018 16:59:38.378","2002"
"04/24/2018 16:59:43.385","1985"
"04/24/2018 16:59:48.380","1965"
"04/24/2018 16:59:53.380","1969"
"04/24/2018 16:59:58.379","1964"
"04/24/2018 17:00:03.373","1967"
"04/24/2018 17:00:08.383","1957"
"04/24/2018 17:00:13.383","1936"
"04/24/2018 17:00:18.370","1917"
"04/24/2018 17:00:23.377","1902"
"04/24/2018 17:00:28.371","1886"
"04/24/2018 17:00:33.382","1870"
"04/24/2018 17:00:38.372","1862"
"04/24/2018 17:00:43.379","1858"
"04/24/2018 17:00:48.381","1863"
"04/24/2018 17:00:53.381","1868"
"04/24/2018 17:00:58.381","1868"
"04/24/2018 17:01:03.371","1873"
"04/24/2018 17:01:08.383","1886"
"04/24/2018 17:01:13.371","1874"
"04/24/2018 17:01:18.374","1868"
"04/24/2018 17:01:23.373","1859"
"04/24/2018 17:01:28.385","1845"
"04/24/2018 17:01:33.375","1835"
"04/24/2018 17:01:38.371","1830"
"04/24/2018 17:01:43.379","1828"
"04/24/2018 17:01:48.379","1822"
"04/24/2018 17:01:53.386","1820"
"04/24/2018 17:01:58.375","1817"
"04/24/2018 17:02:03.382","1816"
"04/24/2018 17:02:08.384","1810"
"04/24/2018 17:02:13.370","1804"
"04/24/2018 17:02:18.383","1792"
"04/24/2018 17:02:23.378","1782"
"04/24/2018 17:02:28.372","1774"
"04/24/2018 17:02:33.377","1773"
"04/24/2018 17:02:38.374","1757"
"04/24/2018 17:02:43.382","1740"
"04/24/2018 17:02:48.384","1741"
"04/24/2018 17:02:53.374","1725"
"04/24/2018 17:02:58.376","1725"
"04/24/2018 17:03:03.379","1741"
"04/24/2018 17:03:08.380","1730"
"04/24/2018 17:03:13.375","1723"
"04/24/2018 17:03:18.372","1724"
"04/24/2018 17:03:23.372","1725"
"04/24/2018 17:03:28.376","1722"
"04/24/2018 17:03:33.374","1726"
"04/24/2018 17:03:38.384","1730"
"04/24/2018 17:03:43.380","1731"
"04/24/2018 17:03:48.379","1732"
"04/24/2018 17:03:53.380","1726"
"04/24/2018 17:03:58.382","1724"
"04/24/2018 17:04:03.383","1718"
"04/24/2018 17:04:08.378","1718"
"04/24/2018 17:04:13.372","1719"
"04/24/2018 17:04:18.374","1712"
"04/24/2018 17:04:23.383","1714"
"04/24/2018 17:04:28.374","1708"
"04/24/2018 17:04:33.380","1710"
"04/24/2018 17:04:38.375","1705"
"04/24/2018 17:04:43.386","1689"
"04/24/2018 17:04:48.380","1679"
"04/24/2018 17:04:53.375","1675"
"04/24/2018 17:04:58.379","1667"
"04/24/2018 17:05:03.376","1656"
"04/24/2018 17:05:08.378","1644"
"04/24/2018 17:05:13.384","1630"
"04/24/2018 17:05:18.380","1624"
"04/24/2018 17:05:23.377","1619"
"04/24/2018 17:05:28.384","1620"
"04/24/2018 17:05:33.382","1623"
"04/24/2018 17:05:38.381","1615"
"04/24/2018 17:05:43.376","1617"
"04/24/2018 17:05:48.373","1604"
"04/24/2018 17:05:53.379","1599"
"04/24/2018 17:05:58.385","1594"
"04/24/2018 17:06:03.382","1696"
"04/24/2018 17:06:08.377","1698"
"04/24/2018 17:06:13.381","1708"
"04/24/2018 17:06:18.386","1710"
"04/24/2018 17:06:23.385","1705"
"04/24/2018 17:06:28.383","1701"
"04/24/2018 17:06:33.376","1705"
"04/24/2018 17:06:38.371","1721"
"04/24/2018 17:06:43.380","1717"
"04/24/2018 17:06:48.372","1715"
"04/24/2018 17:06:53.384","1719"
"04/24/2018 17:06:58.384","1718"
"04/24/2018 17:07:03.375","1718"
"04/24/2018 17:07:08.384","1714"
"04/24/2018 17:07:13.385","1716"
"04/24/2018 17:07:18.374","1711"
"04/24/2018 17:07:23.377","1713"
"04/24/2018 17:07:28.376","1714"
"04/24/2018 17:07:33.372","1708"
"04/24/2018 17:07:38.376","1696"
"04/24/2018 17:07:43.377","1696"
"04/24/2018 17:07:48.378","1697"
"04/24/2018 17:07:53.376","1694"
"04/24/2018 17:07:58.371","1691"
"04/24/2018 17:08:03.382","1687"
"04/24/2018 17:08:08.373","1695"
"04/24/2018 17:08:13.371","1696"
"04/24/2018 17:08:18.384","1685"
"04/24/2018 17:08:23.374","1680"
"04/24/2018 17:08:28.381","1673"
"04/24/2018 17:08:33.383","1675"
"04/24/2018 17:08:38.372","1672"
"04/24/2018 17:08:43.384","1655"
"04/24/2018 17:08:48.371","1648"
"04/24/2018 17:08:53.378","1651"
"04/24/2018 17:08:58.377","1650"
"04/24/2018 17:09:03.374","1638"
"04/24/2018 17:09:08.384","1637"
"04/24/2018 17:09:13.372","1638"
"04/24/2018 17:09:18.374","1640"
"04/24/2018 17:09:23.378","1636"
"04/24/2018 17:09:28.379","1629"
"04/24/2018 17:09:33.384","1633"
"04/24/2018 17:09:38.381","1629"
"04/24/2018 17:09:43.385","1628"
"04/24/2018 17:09:48.373","1626"
"04/24/2018 17:09:53.374","1622"
"04/24/2018 17:09:58.376","1618"
"04/24/2018 17:10:03.382","1615"
"04/24/2018 17:10:08.385","1617"
"04/24/2018 17:10:13.376","1619"
"04/24/2018 17:10:18.375","1621"
"04/24/2018 17:10:23.376","1615"
"04/24/2018 17:10:28.372","1614"
"04/24/2018 17:10:33.371","1611"
"04/24/2018 17:10:38.379","1608"
"04/24/2018 17:10:43.376","1604"
"04/24/2018 17:10:48.380","1602"
"04/24/2018 17:10:53.373","1599"
"04/24/2018 17:10:58.373","1601"
"04/24/2018 17:11:03.384","1601"
"04/24/2018 17:11:08.385","1602"
"04/24/2018 17:11:13.379","1587"
"04/24/2018 17:11:18.380","1583"
"04/24/2018 17:11:23.372","1574"
"04/24/2018 17:11:28.379","1570"
"04/24/2018 17:11:33.378","1567"
"04/24/2018 17:11:38.382","1569"
"04/24/2018 17:11:43.374","1570"
"04/24/2018 17:11:48.386","1571"
"04/24/2018 17:11:53.382","1573"
"04/24/2018 17:11:58.381","1563"
"04/24/2018 17:12:03.382","1554"
"04/24/2018 17:12:08.384","1550"
"04/24/2018 17:12:13.383","1542"
"04/24/2018 17:12:18.382","1548"
"04/24/2018 17:12:23.373","1549"
"04/24/2018 17:12:28.385","1545"
"04/24/2018 17:12:33.384","1541"
"04/24/2018 17:12:38.374","1538"
"04/24/2018 17:12:43.374","1539"
"04/24/2018 17:12:48.371","1514"
"04/24/2018 17:12:53.378","1516"
"04/24/2018 17:12:58.374","1517"
"04/24/2018 17:13:03.386","1512"
"04/24/2018 17:13:08.382","1513"
"04/24/2018 17:13:13.375","1513"
"04/24/2018 17:13:18.383","1515"
"04/24/2018 17:13:23.371","1518"
"04/24/2018 17:13:28.374","1513"
"04/24/2018 17:13:33.383","1514"
"04/24/2018 17:13:38.382","1519"
"04/24/2018 17:13:43.383","1501"
"04/24/2018 17:13:48.370","1503"
"04/24/2018 17:13:53.371","1503"
"04/24/2018 17:13:58.378","1504"
"04/24/2018 17:14:03.374","1501"
"04/24/2018 17:14:08.378","1502"
"04/24/2018 17:14:13.378","1503"
"04/24/2018 17:14:18.371","1497"
"04/24/2018 17:14:23.381","1498"
"04/24/2018 17:14:28.375","1495"
"04/24/2018 17:14:33.375","1496"
"04/24/2018 17:14:38.384","1494"
"04/24/2018 17:14:43.372","1495"
"04/24/2018 17:14:48.386","1491"
"04/24/2018 17:14:53.374","1486"
"04/24/2018 17:14:58.372","1480"
"04/24/2018 17:15:03.376","1474"
"04/24/2018 17:15:08.373","1469"
"04/24/2018 17:15:13.377","1469"
"04/24/2018 17:15:18.371","1469"
"04/24/2018 17:15:23.378","1464"
"04/24/2018 17:15:28.379","1463"
"04/24/2018 17:15:33.384","1455"
"04/24/2018 17:15:38.379","1451"
"04/24/2018 17:15:43.374","1452"
"04/24/2018 17:15:48.377","1447"
"04/24/2018 17:15:53.371","1443"
"04/24/2018 17:15:58.385","1439"
"04/24/2018 17:16:03.372","1440"
"04/24/2018 17:16:08.381","1446"
"04/24/2018 17:16:13.382","1432"
"04/24/2018 17:16:18.380","1426"
"04/24/2018 17:16:23.371","1424"
"04/24/2018 17:16:28.385","1417"
"04/24/2018 17:16:33.380","1417"
"04/24/2018 17:16:38.385","1415"
"04/24/2018 17:16:43.382","1411"
"04/24/2018 17:16:48.371","1411"
"04/24/2018 17:16:53.378","1410"
"04/24/2018 17:16:58.374","1410"
"04/24/2018 17:17:03.374","1408"
"04/24/2018 17:17:08.372","1410"
"04/24/2018 17:17:13.376","1412"
"04/24/2018 17:17:18.372","1413"
"04/24/2018 17:17:23.372","1417"
"04/24/2018 17:17:28.375","1413"
"04/24/2018 17:17:33.382","1405"
"04/24/2018 17:17:38.378","1404"
"04/24/2018 17:17:43.383","1397"
"04/24/2018 17:17:48.371","1397"
"04/24/2018 17:17:53.374","1398"
"04/24/2018 17:17:58.386","1401"
"04/24/2018 17:18:03.372","1391"
"04/24/2018 17:18:08.382","1392"
"04/24/2018 17:18:13.373","1390"
"04/24/2018 17:18:18.378","1388"
"04/24/2018 17:18:23.376","1390"
"04/24/2018 17:18:28.379","1388"
"04/24/2018 17:18:33.382","1391"
"04/24/2018 17:18:38.372","1389"
"04/24/2018 17:18:43.371","1373"
"04/24/2018 17:18:48.379","1368"
"04/24/2018 17:18:53.383","1366"
"04/24/2018 17:18:58.372","1363"
"04/24/2018 17:19:03.381","1364"
"04/24/2018 17:19:08.378","1367"
"04/24/2018 17:19:13.373","1369"
"04/24/2018 17:19:18.382","1367"
"04/24/2018 17:19:23.386","1370"
"04/24/2018 17:19:28.373","1371"
"04/24/2018 17:19:33.377","1373"
"04/24/2018 17:19:38.383","1366"
"04/24/2018 17:19:43.379","1450"
"04/24/2018 17:19:48.382","1457"
"04/24/2018 17:19:53.382","1446"
"04/24/2018 17:19:58.379","1447"
"04/24/2018 17:20:03.384","1443"
"04/24/2018 17:20:08.376","1442"
"04/24/2018 17:20:13.371","1435"
"04/24/2018 17:20:18.375","1435"
"04/24/2018 17:20:23.382","1439"
"04/24/2018 17:20:28.385","1438"
"04/24/2018 17:20:33.384","1436"
"04/24/2018 17:20:38.376","1435"
"04/24/2018 17:20:43.378","1432"
"04/24/2018 17:20:48.379","1432"
"04/24/2018 17:20:53.384","1435"
"04/24/2018 17:20:58.375","1438"
"04/24/2018 17:21:03.378","1423"
"04/24/2018 17:21:08.380","1423"
"04/24/2018 17:21:13.376","1413"
"04/24/2018 17:21:18.378","1412"
"04/24/2018 17:21:23.374","1412"
"04/24/2018 17:21:28.374","1408"
"04/24/2018 17:21:33.377","1407"
"04/24/2018 17:21:38.380","1404"
"04/24/2018 17:21:43.374","1400"
"04/24/2018 17:21:48.385","1399"
"04/24/2018 17:21:53.374","1395"
"04/24/2018 17:21:58.372","1384"
"04/24/2018 17:22:03.374","1380"
"04/24/2018 17:22:08.380","1378"
"04/24/2018 17:22:13.375","1382"
"04/24/2018 17:22:18.382","1371"
"04/24/2018 17:22:23.372","1373"
"04/24/2018 17:22:28.381","1372"
"04/24/2018 17:22:33.370","1340"
"04/24/2018 17:22:38.385","1348"
"04/24/2018 17:22:43.382","1350"
"04/24/2018 17:22:48.373","1352"
"04/24/2018 17:22:53.377","1353"
"04/24/2018 17:22:58.373","1347"
"04/24/2018 17:23:03.373","1340"
"04/24/2018 17:23:08.385","1342"
"04/24/2018 17:23:13.382","1341"
"04/24/2018 17:23:18.378","1329"
"04/24/2018 17:23:23.375","1331"
"04/24/2018 17:23:28.381","1328"
"04/24/2018 17:23:33.374","1330"
"04/24/2018 17:23:38.375","1331"
"04/24/2018 17:23:43.386","1314"
"04/24/2018 17:23:48.382","1314"
"04/24/2018 17:23:53.372","1148"
"04/24/2018 17:23:58.371","1184"
"04/24/2018 17:24:03.381","1189"
"04/24/2018 17:24:08.387","1171"
"04/24/2018 17:24:13.375","1193"
"04/24/2018 17:24:18.373","1162"
"04/24/2018 17:24:23.384","1206"
"04/24/2018 17:24:28.386","1213"
"04/24/2018 17:24:33.380","1216"
"04/24/2018 17:24:38.378","1215"
"04/24/2018 17:24:43.379","1216"
"04/24/2018 17:24:48.385","1212"
"04/24/2018 17:24:53.379","1208"
"04/24/2018 17:24:58.376","1209"
"04/24/2018 17:25:03.382","1211"
"04/24/2018 17:25:08.376","1211"
"04/24/2018 17:25:13.379","1208"
"04/24/2018 17:25:18.374","1208"
"04/24/2018 17:25:23.380","1239"
"04/24/2018 17:25:28.371","1241"
"04/24/2018 17:25:33.374","1243"
"04/24/2018 17:25:38.384","1243"
"04/24/2018 17:25:43.382","1245"
"04/24/2018 17:25:48.384","1247"
"04/24/2018 17:25:53.385","1231"
"04/24/2018 17:25:58.381","1227"
"04/24/2018 17:26:03.370","1229"
"04/24/2018 17:26:08.379","1231"
"04/24/2018 17:26:13.378","1232"
"04/24/2018 17:26:18.377","1224"
"04/24/2018 17:26:23.383","1224"
"04/24/2018 17:26:28.378","1220"
"04/24/2018 17:26:33.375","1210"
"04/24/2018 17:26:38.373","1213"
"04/24/2018 17:26:43.379","1216"
"04/24/2018 17:26:48.379","1218"
"04/24/2018 17:26:53.372","1220"
"04/24/2018 17:26:58.383","1217"
"04/24/2018 17:27:03.385","1210"
"04/24/2018 17:27:08.374","1198"
"04/24/2018 17:27:13.378","1200"
"04/24/2018 17:27:18.374","1203"
"04/24/2018 17:27:23.383","1207"
"04/24/2018 17:27:28.377","1209"
"04/24/2018 17:27:33.378","1210"
"04/24/2018 17:27:38.376","1209"
"04/24/2018 17:27:43.371","1205"
"04/24/2018 17:27:48.377","1199"
"04/24/2018 17:27:53.382","1201"
"04/24/2018 17:27:58.380","1202"
"04/24/2018 17:28:03.374","1204"
"04/24/2018 17:28:08.372","1205"
"04/24/2018 17:28:13.384","1189"
"04/24/2018 17:28:18.375","1186"
"04/24/2018 17:28:23.378","1185"
"04/24/2018 17:28:28.385","1178"
"04/24/2018 17:28:33.385","1180"
"04/24/2018 17:28:38.372","1181"
"04/24/2018 17:28:43.385","1183"
"04/24/2018 17:28:48.372","1176"
"04/24/2018 17:28:53.372","1177"
"04/24/2018 17:28:58.385","1176"
"04/24/2018 17:29:03.384","1161"
"04/24/2018 17:29:08.385","1162"
"04/24/2018 17:29:13.384","1163"
"04/24/2018 17:29:18.384","1165"
"04/24/2018 17:29:23.379","1171"
"04/24/2018 17:29:28.375","1172"
"04/24/2018 17:29:33.378","1167"
"04/24/2018 17:29:38.374","1162"
"04/24/2018 17:29:43.372","1156"
"04/24/2018 17:29:48.378","1157"
"04/24/2018 17:29:53.376","1158"
"04/24/2018 17:29:58.383","1151"
"04/24/2018 17:30:03.379","1147"
"04/24/2018 17:30:08.386","1147"
"04/24/2018 17:30:13.386","1145"
"04/24/2018 17:30:18.377","1128"
"04/24/2018 17:30:23.375","1130"
"04/24/2018 17:30:28.378","1131"
"04/24/2018 17:30:33.385","1127"
"04/24/2018 17:30:38.382","1120"
"04/24/2018 17:30:43.375","1123"
"04/24/2018 17:30:48.382","1129"
"04/24/2018 17:30:53.376","1125"
"04/24/2018 17:30:58.377","1121"
"04/24/2018 17:31:03.371","1119"
"04/24/2018 17:31:08.378","1121"
"04/24/2018 17:31:13.377","1121"
"04/24/2018 17:31:18.377","1109"
"04/24/2018 17:31:23.374","1109"
"04/24/2018 17:31:28.379","1105"
"04/24/2018 17:31:33.379","1102"
"04/24/2018 17:31:38.381","1103"
"04/24/2018 17:31:43.384","1100"
"04/24/2018 17:31:48.381","1097"
"04/24/2018 17:31:53.382","1092"
"04/24/2018 17:31:58.375","1091"
"04/24/2018 17:32:03.380","1085"
"04/24/2018 17:32:08.380","1091"
"04/24/2018 17:32:13.383","1087"
"04/24/2018 17:32:18.372","1086"
"04/24/2018 17:32:23.376","1083"
"04/24/2018 17:32:28.385","1081"
"04/24/2018 17:32:33.370","1079"
"04/24/2018 17:32:38.382","1072"
"04/24/2018 17:32:43.371","1075"
"04/24/2018 17:32:48.379","1074"
"04/24/2018 17:32:53.382","1069"
"04/24/2018 17:32:58.372","1067"
"04/24/2018 17:33:03.372","1071"
"04/24/2018 17:33:08.376","2789"
"04/24/2018 17:33:13.371","4683"
"04/24/2018 17:33:18.374","6238"
"04/24/2018 17:33:23.385","6263"
"04/24/2018 17:33:28.381","6243"
"04/24/2018 17:33:33.380","6238"
"04/24/2018 17:33:38.379","6234"
"04/24/2018 17:33:43.386","6235"
"04/24/2018 17:33:48.385","6227"
"04/24/2018 17:33:53.376","6230"
"04/24/2018 17:33:58.376","6232"
"04/24/2018 17:34:03.386","6234"
"04/24/2018 17:34:08.385","6236"
"04/24/2018 17:34:13.373","6233"
"04/24/2018 17:34:18.377","6229"
"04/24/2018 17:34:23.382","6228"
"04/24/2018 17:34:28.374","6229"
"04/24/2018 17:34:33.380","6231"
"04/24/2018 17:34:38.379","6228"
"04/24/2018 17:34:43.380","6222"
"04/24/2018 17:34:48.371","6215"
"04/24/2018 17:34:53.376","6213"
"04/24/2018 17:34:58.385","6213"
"04/24/2018 17:35:03.386","6212"
"04/24/2018 17:35:08.380","6210"
"04/24/2018 17:35:13.386","6209"
"04/24/2018 17:35:18.380","6212"
"04/24/2018 17:35:23.371","6214"
"04/24/2018 17:35:28.371","6216"
"04/24/2018 17:35:33.372","6216"
"04/24/2018 17:35:38.382","6214"
"04/24/2018 17:35:43.382","6212"
"04/24/2018 17:35:48.378","6208"
"04/24/2018 17:35:53.386","6208"
"04/24/2018 17:35:58.382","6203"
"04/24/2018 17:36:03.375","6202"
"04/24/2018 17:36:08.371","6198"
"04/24/2018 17:36:13.374","6197"
"04/24/2018 17:36:18.377","6190"
"04/24/2018 17:36:23.384","6190"
"04/24/2018 17:36:28.371","6190"
"04/24/2018 17:36:33.374","6188"
"04/24/2018 17:36:38.381","6188"
"04/24/2018 17:36:43.371","6190"
"04/24/2018 17:36:48.372","6190"
"04/24/2018 17:36:53.377","6191"
"04/24/2018 17:36:58.385","6190"
"04/24/2018 17:37:03.374","6188"
"04/24/2018 17:37:08.379","6189"
"04/24/2018 17:37:13.383","6183"
"04/24/2018 17:37:18.377","6173"
"04/24/2018 17:37:23.374","6172"
"04/24/2018 17:37:28.376","6173"
"04/24/2018 17:37:33.372","6171"
"04/24/2018 17:37:38.375","6171"
"04/24/2018 17:37:43.377","6170"
"04/24/2018 17:37:48.371","6169"
"04/24/2018 17:37:53.386","6171"
"04/24/2018 17:37:58.385","6171"
"04/24/2018 17:38:03.385","6170"
"04/24/2018 17:38:08.385","6170"
"04/24/2018 17:38:13.377","6169"
"04/24/2018 17:38:18.384","6161"
"04/24/2018 17:38:23.380","6161"
"04/24/2018 17:38:28.378","6154"
"04/24/2018 17:38:33.377","6153"
